ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Detayli_Stratejik_Aciklama,Bağlı_Olduğu_Üs
336,Yunanistan - Souda Körfezi Deniz/Hava Üssü | Liman C2 Operasyon Merkezi #1,askeri,35.491979,24.11589,97,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Liman C2 Operasyon Merkezi. Bu birim, Souda Körfezi Deniz/Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 333 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Souda Körfezi Deniz/Hava Üssü
337,Yunanistan - Larissa Hava Üssü | Ana Pist - Kuzey Düğümü #1,hava,39.654067,22.416696,98,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Ana Pist - Kuzey Düğümü. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 555 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
338,Yunanistan - Larissa Hava Üssü | Ana Pist - Güney Düğümü #1,hava,39.652219,22.414375,98,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Ana Pist - Güney Düğümü. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max -555 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
339,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #1,hava,39.648668,22.419073,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
340,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #2,hava,39.642733,22.405532,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
341,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #3,hava,39.659836,22.424224,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
342,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #4,hava,39.641612,22.406561,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
343,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #5,hava,39.657875,22.421005,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
344,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #6,hava,39.648768,22.424364,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
345,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #7,hava,39.65761,22.423765,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
346,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #8,hava,39.659936,22.423421,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
347,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #9,hava,39.638049,22.419359,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
348,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #10,hava,39.640265,22.425469,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
349,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #11,hava,39.657765,22.418554,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
350,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #12,hava,39.648493,22.420494,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
351,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #13,hava,39.645116,22.420538,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
352,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #14,hava,39.661085,22.404916,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
353,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #15,hava,39.64737,22.423345,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
354,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #16,hava,39.642317,22.412437,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
355,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #17,hava,39.657611,22.417716,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
356,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #18,hava,39.6443,22.413615,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
357,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #19,hava,39.64675,22.416225,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
358,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #20,hava,39.661832,22.409953,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
359,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #21,hava,39.645747,22.425374,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
360,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #22,hava,39.649701,22.419506,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
361,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #23,hava,39.658818,22.406417,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
362,Yunanistan - Larissa Hava Üssü | HAS (Güçlendirilmiş Uçak Sığınağı) #24,hava,39.64226,22.407407,95,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): HAS (Güçlendirilmiş Uçak Sığınağı). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1332 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
363,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 Bataryası - Radar (AN/MPQ-65) #1,radar,39.640308,22.40288,100,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 Bataryası - Radar (AN/MPQ-65). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1665 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
364,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #1,hava_savunma,39.640521,22.430984,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
365,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #2,hava_savunma,39.664379,22.422705,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
366,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #3,hava_savunma,39.650565,22.424861,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
367,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #4,hava_savunma,39.666418,22.408175,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
368,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #5,hava_savunma,39.6583,22.402574,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
369,Yunanistan - Larissa Hava Üssü | Patriot PAC-3 - Fırlatma Rampası #6,hava_savunma,39.64572,22.416938,94,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Patriot PAC-3 - Fırlatma Rampası. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 1997 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
370,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #1,enerji,39.655093,22.404285,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
371,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #2,enerji,39.646456,22.40268,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
372,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #3,enerji,39.644486,22.428159,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
373,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #4,enerji,39.639597,22.409167,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
374,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #5,enerji,39.65407,22.403599,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
375,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #6,enerji,39.665273,22.408983,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
376,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #7,enerji,39.642054,22.408781,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
377,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #8,enerji,39.648155,22.413978,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
378,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #9,enerji,39.646195,22.412597,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
379,Yunanistan - Larissa Hava Üssü | JP-8 Jet Yakıtı (POL) Sarnıcı #10,enerji,39.637778,22.398603,90,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): JP-8 Jet Yakıtı (POL) Sarnıcı. Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2220 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
380,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #1,depo,39.668259,22.432746,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
381,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #2,depo,39.662193,22.41527,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
382,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #3,depo,39.67316,22.397488,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
383,Yunanistan - Larissa Hava Üssü | Mühimmat Depo Alanı (Bunker) #4,depo,39.627567,22.43736,92,DOĞRULANDI (DMPI Simülasyonu),IMINT Hedefleme Doktrini,Dış Kalkan - Kritik Alt Birim,0.1,"DMPI (İstenen Vuruş Noktası): Mühimmat Depo Alanı (Bunker). Bu birim, Larissa Hava Üssü ana üssünün operasyonel bütünlüğü için zorunludur. Merkezden uzaklığı max 2775 metre. İran veya vekil güçlerin (Hizbullah/Husi) balistik saldırılarında hassas koruma gerektirir.",Larissa Hava Üssü
