"ID","Tesis Adı","Kategori","Enlem","Boylam","Kritiklik","Durum","Kaynak","Etiket","Tahmini_Alan_km2","Detayli_Stratejik_Aciklama"
"3285","Malta - HES Tesisi [3285]","enerji","35.796574","14.476995","57","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","NORMAL","12.9","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3286","Mısır - Zırhlı Araç İkmal Bakım Deposu [3286]","depo","25.334589","25.710404","92","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","1.28","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3287","İtalya NATO/ABD - Elektronik Savunma Sistem Üretim Merkezi [3287]","sanayi","38.423906","14.219477","77","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","12.73","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3288","Suriye Kıyı - Güdümlü Mermi Balistik Araştırma [3288]","arastirma","35.642832","35.913659","94","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","4.97","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3289","Suudi Arabistan - Savunma Gemisi İnşa Tersanesi [3289]","sanayi","18.061769","55.352784","17","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","DÜŞÜK","19.0","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3290","Suudi Arabistan - Tıbbi Malzeme Lojistik Deposu [3290]","depo","29.841312","48.330685","99","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","4.08","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3291","Kıbrıs - Hava Savunma Füze Bataryası [3291]","hava","35.060774","32.492669","73","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","5.6","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3292","Kıbrıs - Patriot Hava Savunma Bataryası Mevzii [3292]","askeri","34.745754","32.46814","71","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","11.86","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"3293","İtalya NATO/ABD - Güdümlü Mermi Balistik Araştırma [3293]","arastirma","38.368649","13.266795","93","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","18.81","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3294","Girit - Doğalgaz Pompa İstasyonu [3294]","enerji","35.334309","23.810359","91","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","17.53","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3295","Suudi Arabistan - Radyoaktif Madde Güvenli Depo [3295]","nukleer","17.264259","47.560965","92","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","14.4","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3296","Ürdün - Savunma Gemisi İnşa Tersanesi [3296]","sanayi","29.663423","38.106737","74","Bakımda","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","17.39","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3297","Suudi Arabistan - Genelkurmay İleri Karargah [3297]","askeri","23.070122","53.773811","84","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","14.94","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"3298","Fransa Güney - Hükümet Sürekliliği Sığınağı [3298]","tunel","43.569488","7.121972","87","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","17.32","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3299","Irak - Arama Kurtarma Helikopter Üssü [3299]","hava","35.834147","44.212718","87","Planlama","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","4.06","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3300","Yunanistan Kıta - Nükleer Silah Depolama Tesisi [3300]","nukleer","41.312367","22.819396","81","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","7.34","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3301","Fransa Güney - Askeri Uydu Yer İstasyonu [3301]","radar","43.333409","5.980842","84","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","2.47","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"3302","Yunanistan Adalar - Radyoaktif Madde Güvenli Depo [3302]","nukleer","37.681403","21.95581","91","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","6.08","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3303","Girit - Nükleer Silah Depolama Tesisi [3303]","nukleer","35.518316","25.025077","24","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","DÜŞÜK","9.75","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3304","İsrail - Entegre Hava Savunma Radar Merkezi [3304]","radar","32.820938","35.20888","95","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","10.84","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"3305","Malta - Deniz Mayın Tarama Üssü [3305]","liman","35.859013","14.51105","79","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","0.53","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"3306","Yunanistan Adalar - HES Tesisi [3306]","enerji","37.812518","19.748374","83","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","16.37","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3307","Malta - Nükleer Silah Depolama Tesisi [3307]","nukleer","35.72952","14.138727","68","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","14.95","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3308","Irak - İHA Operasyon Merkezi [3308]","hava","33.511306","40.237425","36","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","DÜŞÜK","2.84","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3309","Suudi Arabistan - Kritik Altyapı Yeraltı İletişim Tesisi [3309]","tunel","19.41419","52.527583","97","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","2.6","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3310","Mısır - Savunma Gemisi İnşa Tersanesi [3310]","sanayi","28.085557","30.121637","87","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","18.03","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3311","Doğu Akdeniz - Deniz Hava Devriye İstasyonu [3311]","hava","34.683823","32.862331","62","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","2.77","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3312","Yunanistan Adalar - Hava İkmal Tanker Üssü [3312]","hava","36.854577","20.786599","83","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","1.31","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3313","Irak - LNG Terminali [3313]","enerji","34.393552","45.790727","68","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","12.57","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3314","Suriye Kıyı - Hava Cephane Füze Deposu [3314]","depo","34.83423","35.85472","82","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","9.28","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3315","Mısır - SIGINT Sinyal İstihbarat İstasyonu [3315]","radar","21.159223","27.224755","87","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","2.84","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"3316","Fransa Güney - Silah Yeraltı Depolama Tüneli [3316]","tunel","42.69394","7.2493","85","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","4.85","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3317","Suriye Kıyı - CBRN Kontrol İzleme Noktası [3317]","nukleer","34.864051","36.092","85","Bakımda","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","3.74","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3318","Suriye Kıyı - Patriot Hava Savunma Bataryası Mevzii [3318]","askeri","35.080264","35.680084","87","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","14.08","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"3319","Fransa Güney - Nakliye Lojistik Hava Üssü [3319]","hava","43.065508","4.850193","67","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","8.55","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3320","Kıbrıs - Tıbbi Malzeme Lojistik Deposu [3320]","depo","35.24575","33.471383","82","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","14.06","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3321","Suriye Kıyı - Yeraltı Yakıt Deposu [3321]","enerji","35.44474","36.047215","85","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","9.6","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3322","Suriye Kıyı - Nükleer Araştırma Reaktörü [3322]","nukleer","34.572983","36.145606","80","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","19.08","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3323","İtalya NATO/ABD - Silah Yeraltı Depolama Tüneli [3323]","tunel","37.824664","13.861106","86","Bakımda","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","6.51","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3324","Mısır - Deniz Mayın Tarama Üssü [3324]","liman","21.771702","32.832486","99","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","19.03","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"3325","İtalya NATO/ABD - Radyoaktif Madde Güvenli Depo [3325]","nukleer","40.770853","14.880897","91","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","11.6","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3326","Suudi Arabistan - NATO İkmal Limanı [3326]","liman","21.801605","46.450826","88","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","1.33","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"3327","Irak - Savaş Uçağı Bakım Onarım Fabrikası [3327]","sanayi","31.189257","42.65853","76","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","19.23","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3328","Malta - Yeraltı Ulusal Komuta Bunkerı [3328]","tunel","36.083137","14.354659","71","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","14.62","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3329","Yunanistan Adalar - Rüzgar Enerji Parkı [3329]","enerji","37.333744","19.59909","52","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","NORMAL","14.88","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3330","Fransa Güney - NATO İkmal Limanı [3330]","liman","43.409253","6.291913","97","Bakımda","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","9.35","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"3331","İsrail - Güneş Enerji Çiftliği [3331]","enerji","32.78508","35.528994","96","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","1.71","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3332","Irak - NATO İleri Lojistik Elemanı [3332]","depo","32.942739","45.776183","84","Bakımda","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","9.47","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3333","Kıbrıs - Rüzgar Enerji Parkı [3333]","enerji","34.623661","33.305594","77","Kısmi","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ÖNCELİKLİ","16.6","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"3334","Yunanistan Kıta - Elektronik Savunma Sistem Üretim Merkezi [3334]","sanayi","39.412942","24.486937","86","Kısmi","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","1.37","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3335","Suriye Kıyı - Stratejik Mühimmat Silah Deposu [3335]","depo","35.523916","35.729066","80","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","17.71","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3336","Kıbrıs - Güdümlü Mermi Balistik Araştırma [3336]","arastirma","35.140258","33.703342","84","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","4.2","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3337","Kıbrıs - Zırhlı Araç Üretim Tesisi [3337]","sanayi","34.564795","33.233103","70","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","14.93","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3338","Fransa Güney - Entegre Hava Savunma Radar Merkezi [3338]","radar","42.800188","6.686707","88","Bakımda","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","6.65","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"3339","Girit - Radyoaktif Madde Güvenli Depo [3339]","nukleer","35.33925","26.294741","97","Aktif","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","12.14","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"3340","İsrail - Hava İkmal Tanker Üssü [3340]","hava","31.079063","34.884232","93","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","16.73","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3341","İtalya NATO/ABD - Deniz Gözetleme Radar Tesisi [3341]","radar","40.561728","13.508311","88","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","18.2","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"3342","Yunanistan Kıta - Silah Yeraltı Depolama Tüneli [3342]","tunel","41.5129","22.165697","74","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","13.73","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3343","Mısır - Savunma Araştırma Geliştirme Enstitüsü [3343]","arastirma","24.090096","32.203965","63","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","6.02","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3344","Suriye Kıyı - Fregat Filosu Deniz Üssü [3344]","liman","35.823519","36.081095","89","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","7.21","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"3345","Doğu Akdeniz - Kritik Altyapı Yeraltı İletişim Tesisi [3345]","tunel","34.108842","32.341057","93","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","14.39","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"3346","Girit - NATO İleri Lojistik Elemanı [3346]","depo","35.009183","25.883903","67","Bakımda","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","13.23","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3347","Fransa Güney - Elektronik Harp Araştırma Lab [3347]","arastirma","43.716083","5.505569","94","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","7.03","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3348","Mısır - Genelkurmay İleri Karargah [3348]","askeri","28.882811","34.439667","85","Planlama","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","17.41","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"3349","Girit - Nakliye Lojistik Hava Üssü [3349]","hava","35.354945","23.63316","70","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","6.53","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3350","Fransa Güney - Savunma Gemisi İnşa Tersanesi [3350]","sanayi","43.39157","7.087954","97","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","8.07","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3351","Girit - CBRN Araştırma Test Tesisi [3351]","arastirma","34.980193","24.768655","22","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","DÜŞÜK","18.17","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3352","Doğu Akdeniz - Savunma Araştırma Geliştirme Enstitüsü [3352]","arastirma","34.048898","31.448986","98","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","16.74","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"3353","Malta - Topçu Bölük Mevzii [3353]","askeri","35.726963","14.588866","67","Planlama","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","6.6","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"3354","Ürdün - Tıbbi Malzeme Lojistik Deposu [3354]","depo","32.387894","37.775154","81","Planlama","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","15.88","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"3355","Suriye Kıyı - Elektronik Savunma Sistem Üretim Merkezi [3355]","sanayi","35.069471","35.724823","82","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","3.81","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3356","İtalya NATO/ABD - Uzun Menzilli Erken Uyarı Radar Sistemi [3356]","radar","41.848251","15.131687","90","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","19.43","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"3357","İtalya NATO/ABD - Nakliye Lojistik Hava Üssü [3357]","hava","41.282841","13.572957","80","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","19.58","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"3358","İsrail - Savaş Uçağı Bakım Onarım Fabrikası [3358]","sanayi","30.855251","35.098971","83","Planlama","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","18.57","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"3359","Yunanistan Adalar - Siber Savunma Operasyon Merkezi [3359]","radar","37.271989","24.44782","99","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","0.2","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
